Firm Name,Category,City,State,Region,Website,Focus/Sector,AUM/Fund Size,Deal Size/Criteria,Priority,Founded,Team Size,Description,Contact Email,Notes
Permira,Private Equity,London,UK,London,permira.com,European mega-fund,N/A,N/A,1,N/A,N/A,European mega-fund with London presence,,
Apax Partners,Private Equity,London,UK,London,apax.com,European mega-fund,N/A,N/A,1,N/A,N/A,European mega-fund with London presence,,
BC Partners,Private Equity,London,UK,London,bcpartners.com,European mega-fund,N/A,N/A,1,N/A,N/A,European mega-fund with London presence,,
Brevan Howard,Hedge Fund,London,UK,London,brevanhoward.com,Macro,N/A,N/A,1,N/A,N/A,Prominent hedge fund in London,,
Marshall Wace,Hedge Fund,London,UK,London,mwam.com,Equity L/S,N/A,N/A,1,N/A,N/A,Prominent hedge fund in London,,
Man Group,Hedge Fund,London,UK,London,man.com,Multi-strategy,N/A,N/A,1,N/A,N/A,Prominent hedge fund in London,,
Winton Capital,Hedge Fund,London,UK,London,winton.com,Quant,N/A,N/A,1,N/A,N/A,Prominent hedge fund in London,,
Balderton,Venture Capital,London,UK,London,balderton.com,Tech VC,N/A,N/A,1,N/A,N/A,Growth/VC in Tech City/Shoreditch,,
Index Ventures,Venture Capital,London,UK,London,indexventures.com,Tech VC,N/A,N/A,1,N/A,N/A,Growth/VC in Tech City/Shoreditch,,
Atomico,Venture Capital,London,UK,London,atomico.com,Tech VC,N/A,N/A,1,N/A,N/A,Growth/VC in Tech City/Shoreditch,,
Northzone,Venture Capital,London,UK,London,northzone.com,Tech VC,N/A,N/A,2,N/A,N/A,Growth/VC in Tech City/Shoreditch,,
Accel,Venture Capital,London,UK,London,accel.com,Tech VC,N/A,N/A,1,N/A,N/A,Growth/VC in Tech City/Shoreditch,,
Dymon Asia,Hedge Fund,Singapore,SG,Singapore,N/A,Macro/Quant,N/A,N/A,1,N/A,N/A,One of Asia's largest HFs; seeks quant talent,,
Broad Peak,Hedge Fund,Singapore,SG,Singapore,N/A,Hedge fund,N/A,N/A,2,N/A,N/A,Singapore-based hedge fund,,
Quantedge,Hedge Fund,Singapore,SG,Singapore,N/A,Quant,N/A,N/A,2,N/A,N/A,Local quant giant with global reputation,,
Lion Global Investors,Asset Management,Singapore,SG,Singapore,N/A,Asian credit and equity,N/A,N/A,2,N/A,N/A,Award-winning Asian strategies,,
Fullerton,Asset Management,Singapore,SG,Singapore,N/A,Asian credit and equity,N/A,N/A,2,N/A,N/A,Award-winning Asian strategies,,
Raffles Family Office,Family Office,Hong Kong,HK,Hong Kong,N/A,Multi-family office,N/A,N/A,2,N/A,N/A,Massive MFO servicing mainland wealth,,
Blue Pool Capital,Family Office,Hong Kong,HK,Hong Kong,N/A,Single family office (Alibaba wealth),N/A,N/A,2,N/A,N/A,Alibaba executive wealth; rivals mid-sized endowments,,
Sequoia China,Venture Capital,Hong Kong,HK,Hong Kong,N/A,VC,N/A,N/A,1,N/A,N/A,VC fund in HK/China,,
GGV China,Venture Capital,Hong Kong,HK,Hong Kong,N/A,VC,N/A,N/A,2,N/A,N/A,VC fund in HK/China,,
Matrix Partners China,Venture Capital,Hong Kong,HK,Hong Kong,N/A,VC,N/A,N/A,2,N/A,N/A,VC fund in HK/China,,
Golden Gate Ventures,Venture Capital,Singapore,SG,Singapore,N/A,SEA VC,N/A,N/A,2,N/A,N/A,Leading SEA VC firm,,
Jungle Ventures,Venture Capital,Singapore,SG,Singapore,N/A,SEA VC,N/A,N/A,2,N/A,N/A,Leading SEA VC firm,,
Sequoia SEA,Venture Capital,Singapore,SG,Singapore,N/A,SEA VC,N/A,N/A,1,N/A,N/A,Sequoia's SEA presence,,
Vertex,Venture Capital,Singapore,SG,Singapore,N/A,SEA VC,N/A,N/A,2,N/A,N/A,SEA VC firm,,
East Ventures,Venture Capital,Singapore,SG,Singapore,N/A,SEA VC,N/A,N/A,2,N/A,N/A,SEA VC firm,,
TheVentureCity,Venture Capital,Miami,FL,Miami,theventurecity.com,"SaaS, FinTech, HealthTech, AI",$145M,N/A,1,N/A,N/A,35% female founders; LatAm focus,,
Fuel Venture Capital,Venture Capital,Miami,FL,Miami,fuelventurecapital.com,"FinTech, digital platforms",$100M,N/A,1,N/A,N/A,$400M+ deployed,,
Ocean Azul Partners,Venture Capital,Miami,FL,Miami,oceanazulpartners.com,"FinTech, e-commerce, mobility",N/A,N/A,1,N/A,N/A,"LatAm focus: Kavak, Rappi portfolio",,
Florida Funders,Venture Capital,Miami,FL,Miami,floridafunders.com,"SaaS, cybersecurity, climate",N/A,N/A,2,N/A,N/A,Equity crowdfunding hybrid,,
Pantera Capital,Venture Capital,Miami,FL,Miami,panteracapital.com,Crypto/blockchain,$4.8B,N/A,1,N/A,N/A,First US crypto fund,,
Starlight Ventures,Venture Capital,Miami,FL,Miami,starlightventures.com,Breakthrough technology,N/A,Pre-seed/seed,2,N/A,N/A,,,
Guild Capital,Venture Capital,Miami,FL,Miami,guildcapital.com,Contrarian startups,N/A,Seed to Series B,2,N/A,N/A,Chicago-based with strong Miami presence,,
LAB Ventures,Venture Capital,Miami,FL,Miami,labventures.com,PropTech,N/A,Pre-seed/seed,2,N/A,N/A,Startup studio and accelerator,,
Krillion Ventures,Venture Capital,Miami,FL,Miami,krillionventures.com,"Healthcare, fintech, real estate tech",N/A,Seed,2,N/A,N/A,,,
Miami Angels,Venture Capital,Miami,FL,Miami,miamiangels.vc,Miami startups,N/A,Angel/seed,2,N/A,150+,150+ member angel network,,
Secocha Ventures,Venture Capital,Miami,FL,Miami,secocha.vc,"Consumer, fintech, healthtech",N/A,Pre-seed to Series A,2,N/A,N/A,Backed Papa (healthtech),,
SaaS VC,Venture Capital,Miami,FL,Miami,saasvc.io,SaaS startups,N/A,Seed,2,N/A,N/A,Bi-coastal (Miami and DC),,
Cascadia Capital,Investment Banking,Seattle,WA,PNW,cascadiacapital.com,Full-service middle-market,~100+ employees,Founder/family-owned and PE-backed companies,1,2000,100+,Leading independent IB; strong financial sponsor relationships; actively recruits from top schools,info@cascadiacapital.com,Handshake recruiting; 38 interns in 2025; hires from UW Foster
Alexander Hutton (Oaklins),Investment Banking,Seattle,WA,PNW,alexanderhutton.com,Middle-market M&A,N/A,Privately-held PNW companies,2,1986,15-Oct,231+ transactions; Oaklins global network affiliate,,Hires experienced bankers; occasional MBA grads via local networks
Corum Group,Investment Banking,Seattle,WA,PNW,corumgroup.com,Technology M&A,$20B+ wealth created,Tech companies,2,1985,N/A,Global leader in tech M&A; 500+ transactions over 37 years,,
ACT Capital Advisors,Investment Banking,Seattle,WA,PNW,actcapitaladvisors.com,"Technology, services, consumer",N/A,Middle-market sell-side,2,1986,N/A,96+ closed deals; market share leader in Pacific Northwest; 30+ years,,Occasionally hires analysts; recruits from Foster and regional MBAs
Merit Investment Bank,Investment Banking,Seattle,WA,PNW,meritinvestmentbank.com,"Technology, manufacturing, services",$10B+ transaction value,Entrepreneur-focused,2,N/A,N/A,20+ years experience,,
iMerge Advisors,Investment Banking,Bellevue,WA,PNW,imergeadvisors.com,Tech M&A (SaaS/cloud),N/A,$5M+ revenue companies,2,2001,N/A,Small to mid-market tech focus,,
Liberty Ridge Advisors,Investment Banking,Seattle,WA,PNW,libertyra.com,Middle-market M&A,N/A,Family business focus,3,N/A,<10,Top 25 by Axial (2019-2022); 23+ closed deals,,
Chinook Capital Advisors,Investment Banking,Seattle,WA,PNW,chinookadvisors.com,Sell-side M&A,N/A,N/A,3,N/A,N/A,50+ years combined experience; 100+ transactions,,
Meridian Capital,Investment Banking,Seattle,WA,PNW,meridianib.com,Middle-market M&A,N/A,$15M-$200M revenue companies,2,1999,N/A,90+ transactions; global M&A network affiliation,,Regularly hires analysts from regional B-schools
Exvere,Investment Banking,Seattle,WA,PNW,N/A,Northwest M&A,$3B+ transaction value,N/A,3,1991,N/A,150+ assignments,,
Concord Ventures,Investment Banking,Bellevue,WA,PNW,N/A,Boutique IB,N/A,$3M-$500M range,3,N/A,N/A,Business sellers focus,,
Global Ventures Inc.,Investment Banking,Bellevue,WA,PNW,N/A,Full-service IB,N/A,$5M-$250M revenue; turnarounds,3,1962,N/A,,,
Zachary Scott & Co.,Investment Banking,Seattle,WA,PNW,zacharyscott.com,Pacific NW M&A,N/A,Ownership transitions,3,1991,N/A,Direct investing capability; tailored advisory to founders,,Recruits via local business school alumni
OneAccord Capital Advisors,Investment Banking,Seattle,WA,PNW,oneaccordcapital.com,Owner-operated businesses,N/A,$20-200M range,3,N/A,N/A,Partners are former CEOs/business owners,,May recruit MBAs with operating backgrounds
Novelty Hill Capital,Investment Banking,Seattle,WA,PNW,N/A,"Consumer, industrial, tech",N/A,Middle-market,3,N/A,N/A,Seasoned bankers,,
Rainier Group,Investment Banking,Seattle,WA,PNW,N/A,Wealth management + M&A,N/A,Private company ownership,3,1988,N/A,Integrated advisory,,
Moss Adams Capital,Investment Banking,Seattle,WA,PNW,N/A,Mid-market M&A,N/A,Mid-market clients,3,N/A,N/A,IB arm of Moss Adams accounting,,
D.A. Davidson & Co.,Investment Banking,Portland,OR,PNW,dadavidson.com,"Technology, healthcare, industrials","~1,400 employees firm-wide",Full-service,1,N/A,"1,400+",Employee-owned; largest full-service IB HQ'd in PNW,,Active analyst recruiting; targets Pac-12 universities
Macadam Capital Partners,Investment Banking,Portland,OR,PNW,macadamcapital.com,Pacific Northwest middle-market,$8B+ in transactions,300+ clients,2,1993,N/A,,,
Veber Partners LLC,Investment Banking,Portland,OR,PNW,veberpartners.com,"Manufacturing, tech, healthcare",N/A,"M&A, private placements, LBOs",2,1989,N/A,Premier private investment bank in Oregon,,"Hires locally from U of Oregon, Portland State MBAs"
Alkali Partners,Investment Banking,Portland,OR,PNW,alkalipartners.com,"Technology (SaaS, InsurTech)",N/A,Boutique tech IB,3,N/A,N/A,M&A advisory and capital raising,,
Paulson Investment Company,Investment Banking,Portland,OR,PNW,paulsoninvestment.com,General middle-market,$1.2B+ raised,175+ offerings,3,1970,N/A,Small-cap IPOs and corporate finance,,
Deal Capital Partners,Investment Banking,Portland,OR,PNW,investmentbank.com/portland,Lower middle-market M&A,N/A,$1M-$100M revenue,3,N/A,N/A,,,
Piper Group International,Investment Banking,Portland,OR,PNW,N/A,Middle-market sell-side,N/A,National,3,N/A,N/A,40+ years old,,
Bracken Lane Partners,Investment Banking,Portland,OR,PNW,brackenlanepartners.com,M&A boutique,N/A,N/A,3,N/A,N/A,,,
Orca Capital,Investment Banking,Portland,OR,PNW,N/A,M&A advisory,N/A,N/A,3,N/A,N/A,Senior principals-led,,
Qatalyst Partners,Investment Banking,San Francisco,CA,Bay Area,qatalyst.com,Elite tech M&A,N/A,Multi-billion dollar tech deals,1,2008,~50,"Founded by Frank Quattrone; LinkedIn, Skype sales",,"Very selective; hires from Stanford, Berkeley"
FT Partners,Investment Banking,San Francisco,CA,Bay Area,ftpartners.com,FinTech exclusive,N/A,FinTech startups/unicorns,1,~2002,200+,Only IB focused exclusively on fintech; ex-Goldman bankers,,Actively recruits analysts and MBAs
Union Square Advisors,Investment Banking,San Francisco,CA,Bay Area,usadvisors.com,Technology,N/A,Public/private tech companies,2,2007,40-50,Mid-market IB,,"Hires MBAs from Wharton, Columbia, Haas"
Vista Point Advisors,Investment Banking,San Francisco,CA,Bay Area,vistapointadvisors.com,Software/Internet,N/A,Founder-led software,2,N/A,N/A,Sell-side only,,
Telegraph Hill Advisors,Investment Banking,San Francisco,CA,Bay Area,telehilladvisors.com,"AI/ML, Cloud, Cyber",N/A,Emerging tech,2,N/A,N/A,M&A and capital raising,,
Nfluence Partners,Investment Banking,San Francisco,CA,Bay Area,nfluencepartners.com,TMT,N/A,"EdTech, HR Tech, Digital Health",2,2011,N/A,,,
Arbor Advisors,Investment Banking,San Francisco,CA,Bay Area,arboradvisors.com,Tech,N/A,$10-100M revenue,2,N/A,N/A,Mid-market tech companies,,
Windsor Drake,Investment Banking,San Francisco,CA,Bay Area,windsordrake.com,SaaS/Tech,N/A,High-growth tech,2,N/A,N/A,Sell-side M&A,,
Aquilo Partners,Investment Banking,San Francisco,CA,Bay Area,aquilopartners.com,Life Sciences,N/A,"M&A, capital raising, partnerships",2,N/A,N/A,20+ years,,
Piper Sandler Healthcare,Investment Banking,San Francisco,CA,Bay Area,pipersandler.com,Healthcare,N/A,"Tools/diagnostics, biopharma",2,N/A,N/A,100+ transactions,,
Stifel Healthcare,Investment Banking,San Francisco,CA,Bay Area,stifelinstitutional.com,Global Healthcare,$79.1B raised,225+ companies,2,N/A,47,,,
Wood Warren,Investment Banking,San Francisco,CA,Bay Area,woodwarren.com,Food/Bev/Agriculture,N/A,Middle-market,2,1991,N/A,,,
Woodside Capital Partners,Investment Banking,Redwood City,CA,Bay Area,woodsidecap.com,Technology,N/A,Tech M&A and capital raising,2,N/A,N/A,,,
Back Bay Life Science Advisors,Investment Banking,San Francisco,CA,Bay Area,bblsa.com,BioPharma/MedTech,$23B+ transaction experience,N/A,2,N/A,N/A,,,
Architect Partners,Investment Banking,Palo Alto,CA,Bay Area,N/A,"Tech M&A (fintech, cybersecurity)",N/A,N/A,3,N/A,~10,Ex-big bank tech bankers,,"Hires interns from Stanford, Santa Clara"
Stifel Technology,Investment Banking,SF/Seattle,CA,Bay Area,N/A,"SaaS, semiconductors",N/A,Mid-sized team,2,N/A,N/A,Former Pacific Crest Securities,,Often recruits analysts from West Coast schools
Houlihan Lokey,Investment Banking,Century City,CA,Los Angeles,hl.com,"M&A, Restructuring, Media",N/A,#1 Global M&A Restructuring,1,1972,"~2,500",Top-tier mid-market IB,,"Actively hires from UCLA Anderson, USC Marshall"
Salem Partners,Investment Banking,Los Angeles,CA,Los Angeles,salempartners.com,Media/Entertainment,N/A,LA boutique,2,N/A,~50,Specialty media practice,,
Intrepid Investment Bankers,Investment Banking,Los Angeles,CA,Los Angeles,intrepidib.com,Middle-market M&A,N/A,$25M-$1B valuations,2,N/A,50+,MUFG partnership,,"Hires from UCLA, Pepperdine"
Montminy & Co.,Investment Banking,Los Angeles,CA,Los Angeles,montminyco.com,"Consumer, Food, Lodging, Tech",N/A,Mergers Alliance member,2,2009,N/A,30-year advisory heritage,,
FocalPoint Partners (B. Riley),Investment Banking,Los Angeles,CA,Los Angeles,focalpointllc.com,"Aerospace, Industrials, Healthcare",$17B+ closed,N/A,2,2002,N/A,Acquired by B. Riley 2022,,
B. Riley Financial,Investment Banking,Woodland Hills,CA,Los Angeles,brileyfin.com,Full-service middle-market,N/A,NASDAQ: RILY,2,N/A,"1,000+","IB, restructuring, wealth management",,Recruits from California schools
Telos Advisors,Investment Banking,Los Angeles,CA,Los Angeles,telosadvisors.com,"Digital Media, eCommerce",N/A,N/A,3,N/A,~15,Advised Warner Bros. Discovery,,
Solganick & Co.,Investment Banking,Los Angeles,CA,Los Angeles,solganick.com,"Software, IT Services",$20B+ in transactions,N/A,2,2009,~20,,,
ROTH Capital Partners,Investment Banking,Newport Beach,CA,Los Angeles,roth.com,"Healthcare, Biotech, Tech","$100.5B+ through 2,300+ deals",N/A,2,1984,235+,,,Recruits from UC schools
AGRA Capital Advisors,Investment Banking,Los Angeles,CA,Los Angeles,agracapital.com,"Healthcare, Fintech",N/A,$5M-$150M transactions,3,N/A,N/A,,,
Trinity Capital LLC,Investment Banking,Los Angeles,CA,Los Angeles,N/A,"M&A, Restructuring, Valuation",$10B+ since 2000,500+ transactions,2,N/A,N/A,,,
Moelis & Company,Investment Banking,Los Angeles,CA,Los Angeles,moelis.com,"M&A, Restructuring",N/A,Global boutique,1,2007,~900,Media/entertainment and real estate in LA,,Recruits heavily from MBA programs
Imperial Capital,Investment Banking,Los Angeles,CA,Los Angeles,imperialcapital.com,"Aerospace/defense, consumer",N/A,Full-service middle-market,2,N/A,~200,,,"Targets USC, UCLA, UCI"
Rainier Partners,Private Equity,Seattle,WA,PNW,rainierpartners.com,Services businesses,$375M+,"Business, consumer, industrial, financial services",2,2019,15-Oct,Lower middle-market PE; proprietary 'SUMMIT' value-creation playbook,,Has hired pre-MBA analysts and post-MBA associates; UW MBA alumni on team
Pike Street Capital,Private Equity,Seattle,WA,PNW,pikestreetcapital.com,"Industrial tech, manufacturing",$237M Fund I,$10-40M equity; $30M-100M EV,2,2017,10-Aug,Mid-market growth buyout,,Founders connected to Dartmouth Tuck
NCA Partners,Private Equity,Seattle,WA,PNW,nwcap.com,Multiple sectors,$200M+ invested,$25M-$250M EV,2,1992,N/A,,,
Westward Partners,Private Equity,Seattle,WA,PNW,westwardpartnersllc.com,"Business services, consumer",~$250M,$20M-$500M revenue,2,2010,~6,"34 investments, 7 exits; LMM focus",,Hires pre-MBA associates from regional IB; values MBA hires with Northwest ties
Frazier Healthcare Partners,Private Equity,Seattle,WA,PNW,frazierhealthcare.com,Healthcare PE/VC,~$4.8B,$50M-$300M equity,1,1991,60+,"Sector leader; Pharmacyclics, PCI Pharma portfolio",,Actively hires MBA interns and post-MBA associates via on-campus interviews
Montlake Capital,Private Equity,Seattle,WA,PNW,N/A,"Business products, consumer",Growth equity,$5M-$50M revenue; $1M-$10M EBITDA,3,1999,5-Apr,Growth-stage focus,,"Occasionally takes interns from UW, Seattle U MBAs"
Flying Fish Partners,Venture Capital,Seattle,WA,PNW,N/A,AI/ML startups,~$80M Fund II,Early-stage,3,2017,3,AI and machine learning focus; Picnic investment,,May take MBA interns; past interns from UW
Talon Private Capital,Private Equity,Bellevue,WA,PNW,talonprivate.com,Real estate PE,$1B+ invested,"Office, multifamily, mixed-use",2,N/A,N/A,21%+ avg IRR,,
WestRiver Group,Private Equity,Kirkland,WA,PNW,N/A,"Tech, life sciences, entertainment",N/A,"VC, PE, and credit hybrid",2,2002,N/A,Erik Anderson (UW alumnus); Talespin investment,,Small core team; hires via networks
Evergreen Pacific Partners,Private Equity,Seattle,WA,PNW,N/A,"Manufacturing, packaging, services",$425M Fund II,Mid-market buyouts,2,2003,~10,Washington's largest home-grown PE,,Now possibly in harvesting mode
Columbia Pacific Advisors,Private Equity,Seattle,WA,PNW,N/A,"Real estate, healthcare, venture",N/A,Multi-strategy alternative,3,N/A,N/A,,,
Arable Capital Partners,Private Equity,Bellevue,WA,PNW,N/A,Agribusiness,N/A,Family-owned partnerships,3,N/A,N/A,,,
Keeler Investments,Venture Capital,Seattle,WA,PNW,N/A,Sustainable economy,N/A,Pre-seed/seed,3,N/A,N/A,Family office investment arm,,Potential for internships
Voyager Capital,Venture Capital,Seattle/Portland,WA,PNW,voyagercapital.com,"Software, analytics, cloud",Early-stage,Seed-Series A,2,N/A,N/A,Pacific Northwest focus,,
Alliance of Angels,Venture Capital,Seattle,WA,PNW,N/A,PNW startups,~$6M seed fund,Angel/seed,3,N/A,N/A,140+ angels; small management team,,Sometimes takes MBA interns for due diligence
Endeavour Capital,Private Equity,Portland,OR,PNW,endeavour.com,"Consumer, healthcare, industrials",~$500M funds,$25M-$250M EV,1,1991,~20,Flagship PE firm of Oregon; family/founder-owned focus,,"Hires pre-MBA from West Coast IBs; MBAs from Stanford, Wharton for VP roles"
Riverlake Partners,Private Equity,Portland,OR,PNW,riverlakepartners.com,"Industrial, consumer manufacturing",Lower MM,$15-$60M EV; $5-30M equity,3,2003,6-May,,,
Vista Ridge Capital Partners,Private Equity,Portland,OR,PNW,vistaridgecapital.com,Diversified private capital,Fund of funds,PE funds and co-investments,3,2009,N/A,,,
Gorge Holdings,Private Equity,Portland,OR,PNW,N/A,Oregon-focused,N/A,Regional PE investor,3,N/A,N/A,,,
Madrona Venture Group,Venture Capital,Seattle,WA,PNW,madrona.com,"AI, ML, cloud, enterprise software",$2B+ invested,Seed-Growth,1,1995,~30,"Top regional VC; Amazon, Smartsheet, Redfin portfolio",,"Partners teach seminars at Foster; engages with venture club; hires MBA interns from UW Foster, Stanford"
Pioneer Square Labs (PSL),Venture Capital,Seattle,WA,PNW,psl.com,Startup studio + fund,$180M Ventures + $20M Studio,Seed,2,2015,N/A,33+ companies spun out; generative AI focus,,May hire MBA interns with startup experience
Ignition Partners,Venture Capital,Bellevue,WA,PNW,N/A,Enterprise software,Early-stage,Seed-Series A,3,2000,N/A,Co-founded by Microsoft alumni; winding down,,
Maveron,Venture Capital,Seattle/SF,WA,PNW,maveron.com,Consumer brands,N/A,Seed-Series A,2,N/A,N/A,Co-founded by Howard Schultz,,
FUSE,Venture Capital,Seattle,WA,PNW,N/A,B2B software,$500K-$5M checks,Seed-A,2,N/A,N/A,"Intelligent apps, future of work",,
Tola Capital,Venture Capital,Seattle,WA,PNW,tolacapital.com,"Enterprise software, data-driven tech",$5M-$20M checks,Growth,2,N/A,N/A,,,
Founders' Co-op,Venture Capital,Seattle,WA,PNW,N/A,Pacific Northwest tech startups,Seed,Seed,3,N/A,N/A,,,
Capria Ventures,Venture Capital,Seattle,WA,PNW,capria.vc,"AI, AgTech, Climate, EdTech, FinTech",Impact VC,Multi-stage,2,N/A,N/A,127 portfolio companies,,
Echo Health Ventures,Venture Capital,Seattle,WA,PNW,N/A,Healthcare,Healthcare,Multi-stage,2,N/A,N/A,33 healthcare portfolio companies,,
Incisive Ventures,Venture Capital,Seattle,WA,PNW,N/A,Technology,Pre-seed,Pre-seed,3,N/A,N/A,59 portfolio companies,,
Keiretsu Capital,Venture Capital,Seattle,WA,PNW,N/A,"CleanTech, HealthTech, FinTech",Angel/seed,Seed,3,N/A,N/A,134 companies,,
M12 (Microsoft Ventures),Corporate Venture,Redmond,WA,PNW,m12.vc,Enterprise software,N/A,Series A-D,1,N/A,N/A,"AI/ML, cloud, cybersecurity; 100+ companies, 15 unicorns",,Foster interns have placed here
Amazon Alexa Fund,Corporate Venture,Seattle,WA,PNW,N/A,"AI, voice tech, IoT",N/A,Multi-stage,1,N/A,N/A,82 portfolio companies,,
Climate Pledge Fund,Corporate Venture,Seattle,WA,PNW,N/A,Sustainable tech,N/A,$2M-$50M investments,2,N/A,N/A,"Rivian, Redwood Materials investments",,
W Fund,Venture Capital,Seattle,WA,PNW,N/A,UW spinouts,~$20M,N/A,1,N/A,N/A,Managed by UW Center for Commercialization,,Direct UW affiliation
Pack Ventures,Venture Capital,Seattle,WA,PNW,N/A,UW spinouts and alumni,$10M+ Fund I; $30M target Fund II,N/A,1,N/A,N/A,29 companies invested,,Explicit UW partnership with CoMotion Labs
WRF Capital,Venture Capital,Seattle,WA,PNW,N/A,WA-based startups,~$5M annual,N/A,1,1996,N/A,132 companies since 1996,,Invests in UW spinouts
Vulcan Capital,Family Office,Seattle,WA,PNW,N/A,"Technology, life sciences, media",Multi-billion,Late-stage VC/PE hybrid,2,N/A,N/A,Paul Allen's family office investment arm,,Hires experienced investors; occasionally post-MBAs
Oregon Venture Fund,Venture Capital,Portland,OR,PNW,oregonventurefund.com,Sector-agnostic,$250M under management,Multi-stage,1,N/A,N/A,"Top 10% performing globally; 79 startups; Auth0, Inpria exits",,
Portland Seed Fund,Venture Capital,Portland,OR,PNW,portlandseedfund.com,"Software, climate-tech, health",$40M+ across 5 funds,"Pre-seed, Seed",2,N/A,N/A,"200+ portfolio; Auth0, ESS Inc exits",,Fellowships for local MBA students
Elevate Capital,Venture Capital,Portland,OR,PNW,elevate.vc,Diverse founders,Multi-fund,Seed,2,N/A,N/A,First institutional VC targeting underserved entrepreneurs,,
Seven Peaks Ventures,Venture Capital,Bend,OR,PNW,sevenpeaksventures.com,"Enterprise software, digital health, AI",$28M Fund II,Early-stage,2,N/A,N/A,DocuSign founder partner,,
Rogue Venture Partners,Venture Capital,Portland,OR,PNW,roguevp.com,N/A,Seed,$1-5M deals,2,N/A,N/A,52 investments; 18 acquisitions,,
Cascade Seed Fund,Venture Capital,Portland/Bend,OR,PNW,cascadeseedfund.com,"Work transformation, healthcare, fintech",~$1.5M sweet spot,Seed,3,N/A,N/A,,,
Stargazer Ventures,Venture Capital,Portland,OR,PNW,N/A,Early-stage startups,Early/seed,Seed,3,N/A,N/A,,,
Archivist Capital,Venture Capital,Portland,OR,PNW,N/A,Technology companies,Early-stage,Early,3,N/A,N/A,,,
Alpine Investors,Private Equity,San Francisco,CA,Bay Area,alpineinvestors.com,"Software, Services",$18.7B,People-driven; 850+ investments,1,N/A,N/A,9 flagship funds,,
Genstar Capital,Private Equity,San Francisco,CA,Bay Area,gencap.com,"Financial svcs, software, healthcare",$40B+,Industry-focused middle-market,1,1988,N/A,"Recruits top MBA grads from Harvard, Stanford as Associates",,
Francisco Partners,Private Equity,San Francisco,CA,Bay Area,franciscopartners.com,Technology,$45B+,"Tech-focused; Verifone, GoodRx",1,N/A,N/A,"Actively recruits MBA associates from Stanford, Berkeley",,
Serent Capital,Private Equity,San Francisco,CA,Bay Area,serentcapital.com,Tech/Services,~$1.5B+,Lower middle-market,1,2008,~30,"Post-MBA Associate program; targets Haas, UCLA, BYU",,
Turn/River Capital,Private Equity,San Francisco,CA,Bay Area,turnrivercapital.com,B2B Software,~$400M+,Growth engineering strategy,2,2012,N/A,,,
Altamont Capital Partners,Private Equity,Palo Alto,CA,Bay Area,altamontcapital.com,"Industrials, services, franchising",$4B+,Lower-middle-market; 45+ companies,2,2010,N/A,"Ex-Goldman PE professionals; hires from Stanford, Wharton",,
Mainsail Partners,Private Equity,San Francisco,CA,Bay Area,mainsailpartners.com,Software/Services,~$400M,Growth-oriented,2,N/A,N/A,,,
Sumeru Equity Partners,Private Equity,San Francisco,CA,Bay Area,sumeruequity.com,Technology,~$1.1B,Middle-market tech,2,2014,N/A,Spun from Silver Lake,,
San Francisco Equity Partners,Private Equity,San Francisco,CA,Bay Area,sfequitypartners.com,Consumer products,Consumer brands,"BruMate, Jane Iredale portfolio",2,N/A,N/A,,,
TSG Consumer Partners,Private Equity,San Francisco,CA,Bay Area,tsgconsumer.com,Branded consumer,Multi-billion,Market specialist,2,N/A,N/A,,,
Gryphon Investors,Private Equity,San Francisco,CA,Bay Area,gryphon-inv.com,Diversified,Middle-market,Strengthening middle-market,2,N/A,N/A,,,
GI Partners,Private Equity,San Francisco,CA,Bay Area,gipartners.com,"Data infrastructure, PE, RE",Multi-billion,Operational excellence focus,2,N/A,N/A,,,
Friedman Fleischer & Lowe,Private Equity,San Francisco,CA,Bay Area,fflpartners.com,Multi-sector,Middle-market,"Buyouts, growth equity",2,N/A,N/A,,,
Golden Gate Capital,Private Equity,San Francisco,CA,Bay Area,goldengatecap.com,Multi-sector,Multi-billion,Buyout and growth equity,2,N/A,N/A,,,
JH Partners,Private Equity,San Francisco,CA,Bay Area,jhpartners.com,Consumer,Middle-market,Consumer with growth potential,2,N/A,N/A,,,
Luminate Capital Partners,Private Equity,San Francisco,CA,Bay Area,luminatecap.com,Software/IT Services,N/A,Software buyouts,2,N/A,N/A,,,
Pacific Lake Partners,Private Equity,San Francisco,CA,Bay Area,pacificlake.com,Search funds,$175M Fund IV,75+ search funds,1,2009,N/A,Pioneer search fund investor,,Stanford GSB ecosystem
Footbridge Partners,Private Equity,Bay Area,CA,Bay Area,footbridgepartners.com,Search funds,N/A,Collaborative search fund investor,2,N/A,N/A,,,
Anacapa Partners,Private Equity,California,CA,Bay Area,N/A,Search funds,N/A,20+ years experience,2,N/A,N/A,Jeff Stevens founded,,
Shamrock Capital Advisors,Private Equity,Los Angeles,CA,Los Angeles,shamrockcap.com,"Media, entertainment, content",$6.5B,Roy Disney family; Growth VI: $1.6B,1,1978,N/A,,,
Brentwood Associates,Private Equity,West LA,CA,Los Angeles,brentwood.com,"Consumer, restaurants",$2.5B+,"Zoe's Kitchen, Lazy Dog, Chicken Salad Chick",2,1972,N/A,Hires occasionally from UCLA/USC,,
Transom Capital Group,Private Equity,El Segundo,CA,Los Angeles,N/A,Operationally-focused,~$1B+,Lower-middle-market; complex situations,2,2008,N/A,,,
