Firm Name,Category,City,State,Region,Website,Focus/Sector,AUM/Fund Size,Deal Size/Criteria,Priority,Founded,Team Size,Description,Contact Email,Notes
Permira,Private Equity,London,UK,London,permira.com,European mega-fund,N/A,N/A,1,N/A,N/A,European mega-fund with London presence,,
Apax Partners,Private Equity,London,UK,London,apax.com,European mega-fund,N/A,N/A,1,N/A,N/A,European mega-fund with London presence,,
BC Partners,Private Equity,London,UK,London,bcpartners.com,European mega-fund,N/A,N/A,1,N/A,N/A,European mega-fund with London presence,,
Brevan Howard,Hedge Fund,London,UK,London,brevanhoward.com,Macro,N/A,N/A,1,N/A,N/A,Prominent hedge fund in London,,
Marshall Wace,Hedge Fund,London,UK,London,mwam.com,Equity L/S,N/A,N/A,1,N/A,N/A,Prominent hedge fund in London,,
Man Group,Hedge Fund,London,UK,London,man.com,Multi-strategy,N/A,N/A,1,N/A,N/A,Prominent hedge fund in London,,
Winton Capital,Hedge Fund,London,UK,London,winton.com,Quant,N/A,N/A,1,N/A,N/A,Prominent hedge fund in London,,
Balderton,Venture Capital,London,UK,London,balderton.com,Tech VC,N/A,N/A,1,N/A,N/A,Growth/VC in Tech City/Shoreditch,,
Index Ventures,Venture Capital,London,UK,London,indexventures.com,Tech VC,N/A,N/A,1,N/A,N/A,Growth/VC in Tech City/Shoreditch,,
Atomico,Venture Capital,London,UK,London,atomico.com,Tech VC,N/A,N/A,1,N/A,N/A,Growth/VC in Tech City/Shoreditch,,
Northzone,Venture Capital,London,UK,London,northzone.com,Tech VC,N/A,N/A,2,N/A,N/A,Growth/VC in Tech City/Shoreditch,,
Accel,Venture Capital,London,UK,London,accel.com,Tech VC,N/A,N/A,1,N/A,N/A,Growth/VC in Tech City/Shoreditch,,
Dymon Asia,Hedge Fund,Singapore,SG,Singapore,N/A,Macro/Quant,N/A,N/A,1,N/A,N/A,One of Asia's largest HFs; seeks quant talent,,
Broad Peak,Hedge Fund,Singapore,SG,Singapore,N/A,Hedge fund,N/A,N/A,2,N/A,N/A,Singapore-based hedge fund,,
Quantedge,Hedge Fund,Singapore,SG,Singapore,N/A,Quant,N/A,N/A,2,N/A,N/A,Local quant giant with global reputation,,
Lion Global Investors,Asset Management,Singapore,SG,Singapore,N/A,Asian credit and equity,N/A,N/A,2,N/A,N/A,Award-winning Asian strategies,,
Fullerton,Asset Management,Singapore,SG,Singapore,N/A,Asian credit and equity,N/A,N/A,2,N/A,N/A,Award-winning Asian strategies,,
Raffles Family Office,Family Office,Hong Kong,HK,Hong Kong,N/A,Multi-family office,N/A,N/A,2,N/A,N/A,Massive MFO servicing mainland wealth,,
Blue Pool Capital,Family Office,Hong Kong,HK,Hong Kong,N/A,Single family office (Alibaba wealth),N/A,N/A,2,N/A,N/A,Alibaba executive wealth; rivals mid-sized endowments,,
Sequoia China,Venture Capital,Hong Kong,HK,Hong Kong,N/A,VC,N/A,N/A,1,N/A,N/A,VC fund in HK/China,,
GGV China,Venture Capital,Hong Kong,HK,Hong Kong,N/A,VC,N/A,N/A,2,N/A,N/A,VC fund in HK/China,,
Matrix Partners China,Venture Capital,Hong Kong,HK,Hong Kong,N/A,VC,N/A,N/A,2,N/A,N/A,VC fund in HK/China,,
Golden Gate Ventures,Venture Capital,Singapore,SG,Singapore,N/A,SEA VC,N/A,N/A,2,N/A,N/A,Leading SEA VC firm,,
Jungle Ventures,Venture Capital,Singapore,SG,Singapore,N/A,SEA VC,N/A,N/A,2,N/A,N/A,Leading SEA VC firm,,
Sequoia SEA,Venture Capital,Singapore,SG,Singapore,N/A,SEA VC,N/A,N/A,1,N/A,N/A,Sequoia's SEA presence,,
Vertex,Venture Capital,Singapore,SG,Singapore,N/A,SEA VC,N/A,N/A,2,N/A,N/A,SEA VC firm,,
East Ventures,Venture Capital,Singapore,SG,Singapore,N/A,SEA VC,N/A,N/A,2,N/A,N/A,SEA VC firm,,
TheVentureCity,Venture Capital,Miami,FL,Miami,theventurecity.com,"SaaS, FinTech, HealthTech, AI",$145M,N/A,1,N/A,N/A,35% female founders; LatAm focus,,
Fuel Venture Capital,Venture Capital,Miami,FL,Miami,fuelventurecapital.com,"FinTech, digital platforms",$100M,N/A,1,N/A,N/A,$400M+ deployed,,
Ocean Azul Partners,Venture Capital,Miami,FL,Miami,oceanazulpartners.com,"FinTech, e-commerce, mobility",N/A,N/A,1,N/A,N/A,"LatAm focus: Kavak, Rappi portfolio",,
Florida Funders,Venture Capital,Miami,FL,Miami,floridafunders.com,"SaaS, cybersecurity, climate",N/A,N/A,2,N/A,N/A,Equity crowdfunding hybrid,,
Pantera Capital,Venture Capital,Miami,FL,Miami,panteracapital.com,Crypto/blockchain,$4.8B,N/A,1,N/A,N/A,First US crypto fund,,
Starlight Ventures,Venture Capital,Miami,FL,Miami,starlightventures.com,Breakthrough technology,N/A,Pre-seed/seed,2,N/A,N/A,,,
Guild Capital,Venture Capital,Miami,FL,Miami,guildcapital.com,Contrarian startups,N/A,Seed to Series B,2,N/A,N/A,Chicago-based with strong Miami presence,,
LAB Ventures,Venture Capital,Miami,FL,Miami,labventures.com,PropTech,N/A,Pre-seed/seed,2,N/A,N/A,Startup studio and accelerator,,
Krillion Ventures,Venture Capital,Miami,FL,Miami,krillionventures.com,"Healthcare, fintech, real estate tech",N/A,Seed,2,N/A,N/A,,,
Miami Angels,Venture Capital,Miami,FL,Miami,miamiangels.vc,Miami startups,N/A,Angel/seed,2,N/A,150+,150+ member angel network,,
Secocha Ventures,Venture Capital,Miami,FL,Miami,secocha.vc,"Consumer, fintech, healthtech",N/A,Pre-seed to Series A,2,N/A,N/A,Backed Papa (healthtech),,
SaaS VC,Venture Capital,Miami,FL,Miami,saasvc.io,SaaS startups,N/A,Seed,2,N/A,N/A,Bi-coastal (Miami and DC),,
